node1,node2,WKT,category,lanes
1899114478,1899113868,"LINESTRING(77.10283660888672 43.882816314697266,77.10303497314453 43.8828125,77.10363006591797 43.882816314697266,77.10457611083984 43.88287353515625,77.10552215576172 43.882930755615234,77.10582733154297 43.88295364379883,77.10588836669922 43.88298416137695,77.10606384277344 43.882999420166016,77.10618591308594 43.88301467895508,77.1064224243164 43.88302993774414,77.10724639892578 43.88310623168945,77.10742950439453 43.883121490478516,77.10757446289063 43.8831672668457,77.10791015625 43.8833122253418,77.10832214355469 43.88350296020508)",unclassified,1
1899113868,1899113953,"LINESTRING(77.10832214355469 43.88350296020508,77.10944366455078 43.88395309448242,77.11067199707031 43.88447570800781,77.1107406616211 43.88452911376953,77.11079406738281 43.884578704833984,77.1108627319336 43.8847541809082)",unclassified,1
1899113953,1899114043,"LINESTRING(77.1108627319336 43.8847541809082,77.11101531982422 43.884822845458984,77.11170959472656 43.88514709472656,77.11181640625 43.88521194458008)",unclassified,1
1899114043,9605253114,"LINESTRING(77.11181640625 43.88521194458008,77.1119613647461 43.88519287109375)",unclassified,1
9605253114,1899114564,"LINESTRING(77.1119613647461 43.88519287109375,77.11257934570313 43.885128021240234,77.11248016357422 43.88418197631836,77.11241912841797 43.883670806884766,77.11241912841797 43.88362503051758,77.11247253417969 43.88355255126953,77.11266326904297 43.88334655761719,77.1143798828125 43.88343048095703,77.11495971679688 43.88345718383789,77.11509704589844 43.88346481323242)",unclassified,1
1899114789,1899113687,"LINESTRING(77.06150817871094 43.861572265625,77.06147766113281 43.8614501953125)",service,1
1899113687,7436757254,"LINESTRING(77.06147766113281 43.8614501953125,77.06144714355469 43.86117172241211)",service,1
1899113963,1899114041,"LINESTRING(77.06050872802734 43.855323791503906,77.06053161621094 43.8554573059082,77.06059265136719 43.85580062866211,77.06078338623047 43.85697555541992,77.06106567382813 43.858821868896484)",service,1
1899114041,1900270635,"LINESTRING(77.06106567382813 43.858821868896484,77.06111145019531 43.85888671875)",service,1
1900270635,1899113829,"LINESTRING(77.06111145019531 43.85888671875,77.06114196777344 43.85893630981445,77.06169128417969 43.859458923339844,77.06175994873047 43.8594970703125)",service,1
1899113829,1899113633,"LINESTRING(77.06175994873047 43.8594970703125,77.06185913085938 43.85948944091797,77.06295013427734 43.859371185302734)",service,1
1899113633,1899113641,"LINESTRING(77.06295013427734 43.859371185302734,77.06309509277344 43.85935592651367)",service,1
1897148725,2071535170,"LINESTRING(77.0548324584961 43.8486442565918,77.05489349365234 43.84878921508789,77.05504608154297 43.84923553466797,77.05538177490234 43.85030746459961)",residential,1
2071535170,1900270468,"LINESTRING(77.05538177490234 43.85030746459961,77.05591583251953 43.851985931396484)",residential,1
1900270468,1897147665,"LINESTRING(77.05591583251953 43.851985931396484,77.05594635009766 43.85210037231445)",residential,1
1897147665,1897148123,"LINESTRING(77.05594635009766 43.85210037231445,77.05597686767578 43.852176666259766)",residential,1
1897148123,1899114675,"LINESTRING(77.05597686767578 43.852176666259766,77.05604553222656 43.852394104003906,77.05606079101563 43.852455139160156)",residential,1
1899114675,1900270327,"LINESTRING(77.05606079101563 43.852455139160156,77.05623626708984 43.85302734375)",residential,1
1900270327,1897148262,"LINESTRING(77.05623626708984 43.85302734375,77.05624389648438 43.85305404663086,77.05641174316406 43.853599548339844,77.05652618408203 43.85392379760742,77.05658721923828 43.85415267944336)",residential,1
1897148262,1900270628,"LINESTRING(77.05658721923828 43.85415267944336,77.05660247802734 43.85425567626953)",residential,1
1900270628,1899114611,"LINESTRING(77.05660247802734 43.85425567626953,77.05662536621094 43.85433578491211,77.05677032470703 43.85496520996094,77.05683135986328 43.85532760620117,77.05683898925781 43.85535430908203)",residential,1
1899114611,1897148378,"LINESTRING(77.05683898925781 43.85535430908203,77.0568618774414 43.855491638183594)",residential,1
1897148378,1897148790,"LINESTRING(77.0568618774414 43.855491638183594,77.05686950683594 43.85563659667969)",residential,1
1897148790,1899114035,"LINESTRING(77.05686950683594 43.85563659667969,77.05687713623047 43.855751037597656)",residential,1
1899114035,1906082356,"LINESTRING(77.05687713623047 43.855751037597656,77.05689239501953 43.855918884277344,77.05703735351563 43.856842041015625,77.05720520019531 43.85773468017578,77.05729675292969 43.85826873779297)",residential,1
1906082356,1899113602,"LINESTRING(77.05729675292969 43.85826873779297,77.05732727050781 43.85844421386719,77.05747985839844 43.85947036743164,77.05767822265625 43.86063003540039,77.0578384399414 43.86152648925781,77.05789184570313 43.86176681518555)",residential,1
1899113602,1897148048,"LINESTRING(77.05789184570313 43.86176681518555,77.05791473388672 43.861881256103516)",residential,1
1897148048,1899113850,"LINESTRING(77.05791473388672 43.861881256103516,77.05792999267578 43.86201095581055)",residential,1
1899113850,1899113689,"LINESTRING(77.05792999267578 43.86201095581055,77.05794525146484 43.86246109008789,77.05790710449219 43.86286163330078,77.05793762207031 43.86333465576172,77.05803680419922 43.86356735229492,77.05809020996094 43.863677978515625)",residential,1
1899113533,1899113717,"LINESTRING(77.05730438232422 43.855018615722656,77.05751037597656 43.8552131652832,77.05756378173828 43.85527801513672)",footway,1
1899113717,1899113465,"LINESTRING(77.05756378173828 43.85527801513672,77.05766296386719 43.85536575317383,77.05770874023438 43.85541915893555)",footway,1
1899113465,1899113793,"LINESTRING(77.05770874023438 43.85541915893555,77.05772399902344 43.855464935302734,77.05775451660156 43.855560302734375)",footway,1
1899113793,1899113557,"LINESTRING(77.05775451660156 43.855560302734375,77.05776977539063 43.85567092895508)",footway,1
1899113521,1899113660,"LINESTRING(77.1136245727539 43.894195556640625,77.11366271972656 43.8938102722168,77.11370849609375 43.89369201660156,77.11373138427734 43.89352035522461,77.11380004882813 43.89350128173828,77.11386108398438 43.89349365234375,77.1139144897461 43.89351272583008,77.11420440673828 43.89345169067383,77.1142349243164 43.8934440612793)",footway,1
1899113577,1899113443,"LINESTRING(77.1144027709961 43.89281463623047,77.11447143554688 43.89251708984375)",service,1
1899113874,2071535070,"LINESTRING(77.06269836425781 43.853858947753906,77.06288146972656 43.853721618652344,77.06297302246094 43.85368728637695,77.06314086914063 43.85366439819336,77.06388092041016 43.853599548339844,77.06525421142578 43.853458404541016,77.06536102294922 43.85344696044922)",footway,1
2071535070,2071535268,"LINESTRING(77.06536102294922 43.85344696044922,77.0660400390625 43.85337829589844)",footway,1
2071535268,1899114566,"LINESTRING(77.0660400390625 43.85337829589844,77.066650390625 43.85331344604492,77.06678771972656 43.853294372558594)",footway,1
1899114566,1899114507,"LINESTRING(77.06678771972656 43.853294372558594,77.06682586669922 43.85329055786133,77.06685638427734 43.8532600402832,77.06690979003906 43.853214263916016,77.0669937133789 43.85317611694336,77.06702423095703 43.85316467285156)",footway,1
1899114272,1899113639,"LINESTRING(77.11187744140625 43.89269256591797,77.11181640625 43.892635345458984,77.1117935180664 43.892578125)",service,1
1899114128,1899114348,"LINESTRING(77.06044006347656 43.85380935668945,77.06036376953125 43.853309631347656,77.06034088134766 43.85324478149414)",service,1
1899114348,1899114206,"LINESTRING(77.06034088134766 43.85324478149414,77.06029510498047 43.853172302246094)",service,1
1899113588,1899113547,"LINESTRING(77.06161499023438 43.8528938293457,77.06158447265625 43.852783203125)",footway,1
1899113547,1899113489,"LINESTRING(77.06158447265625 43.852783203125,77.06153106689453 43.85258865356445,77.06137084960938 43.852298736572266,77.06123352050781 43.85197830200195,77.06088256835938 43.85132598876953,77.06045532226563 43.85047149658203,77.06005096435547 43.849647521972656,77.05961608886719 43.84882736206055,77.05926513671875 43.84808349609375,77.0590591430664 43.847652435302734)",footway,1
1899113489,1897147905,"LINESTRING(77.0590591430664 43.847652435302734,77.05899810791016 43.84747314453125,77.05882263183594 43.84711837768555,77.05841827392578 43.84632873535156,77.05831909179688 43.84614944458008)",footway,1
1897149020,1899114466,"LINESTRING(77.05311584472656 43.85596466064453,77.05313873291016 43.85607147216797)",service,1
1899114466,1899113520,"LINESTRING(77.05313873291016 43.85607147216797,77.05320739746094 43.85629653930664,77.05333709716797 43.85653305053711,77.05337524414063 43.856727600097656,77.05345916748047 43.85709762573242,77.05351257324219 43.857486724853516,77.05358123779297 43.857913970947266,77.05368041992188 43.85816192626953,77.05371856689453 43.858299255371094,77.05374145507813 43.858394622802734,77.05375671386719 43.858482360839844)",service,1
1899113444,1899113533,"LINESTRING(77.05696105957031 43.8553352355957,77.05717468261719 43.85516357421875,77.05730438232422 43.855018615722656)",footway,1
1899113533,1899113456,"LINESTRING(77.05730438232422 43.855018615722656,77.0573959350586 43.85493087768555,77.05748748779297 43.85485076904297,77.05752563476563 43.85483169555664,77.05763244628906 43.854835510253906,77.05779266357422 43.854820251464844,77.05783081054688 43.85480499267578,77.05791473388672 43.85472106933594)",footway,1
1899113761,1899114414,"LINESTRING(77.1126708984375 43.88536071777344,77.11384582519531 43.88554000854492,77.11432647705078 43.8856201171875,77.11441040039063 43.885616302490234,77.11499786376953 43.885581970214844,77.11524963378906 43.88555908203125)",service,1
1899113559,1899113466,"LINESTRING(77.11558532714844 43.8929328918457,77.11532592773438 43.89219665527344)",service,1
1899113763,1899113660,"LINESTRING(77.11439514160156 43.89408874511719,77.11430358886719 43.893680572509766,77.11427307128906 43.8935661315918,77.1142349243164 43.8934440612793)",footway,1
1899114553,1899114623,"LINESTRING(77.06092834472656 43.8538703918457,77.06082916259766 43.853878021240234)",service,1
1899114623,1899114280,"LINESTRING(77.06082916259766 43.853878021240234,77.06045532226563 43.853904724121094,77.06050109863281 43.85418701171875,77.06132507324219 43.8541145324707,77.06192779541016 43.854061126708984)",service,1
1899114280,1899114390,"LINESTRING(77.06192779541016 43.854061126708984,77.06221008300781 43.85403823852539)",service,1
1899114414,1899114161,"LINESTRING(77.11524963378906 43.88555908203125,77.11528015136719 43.885501861572266,77.11528778076172 43.88517379760742,77.11530303955078 43.885066986083984,77.11531829833984 43.885009765625,77.1153564453125 43.88497543334961,77.11548614501953 43.8848762512207)",service,1
1899114623,1899114674,"LINESTRING(77.06082916259766 43.853878021240234,77.06076049804688 43.85345458984375,77.06076049804688 43.85342788696289,77.06079864501953 43.853416442871094,77.06126403808594 43.85336685180664,77.06133270263672 43.8533821105957,77.06135559082031 43.85342788696289,77.06136322021484 43.8535041809082)",service,1
1899135627,1899135804,"LINESTRING(77.04656219482422 43.870819091796875,77.0470962524414 43.871341705322266)",service,1
1899135804,2077532269,"LINESTRING(77.0470962524414 43.871341705322266,77.04795837402344 43.87222671508789)",service,1
2077532269,1899135637,"LINESTRING(77.04795837402344 43.87222671508789,77.04841613769531 43.87268829345703,77.04840087890625 43.872779846191406,77.04826354980469 43.87285232543945)",service,1
1899135674,1899135822,"LINESTRING(77.04906463623047 43.87209701538086,77.0499267578125 43.87165832519531)",service,1
1899135822,1899135783,"LINESTRING(77.0499267578125 43.87165832519531,77.05069732666016 43.87126541137695,77.05059814453125 43.87117004394531)",service,1
1899135785,1899135702,"LINESTRING(77.04951477050781 43.86658477783203,77.04920196533203 43.86671829223633,77.04912567138672 43.86670684814453)",service,1
1899135702,1899135576,"LINESTRING(77.04912567138672 43.86670684814453,77.04910278320313 43.866764068603516,77.04889678955078 43.86684036254883)",service,1
1899135759,1899135755,"LINESTRING(77.04679107666016 43.87166213989258,77.04668426513672 43.871551513671875)",service,1
1899135755,1899135661,"LINESTRING(77.04668426513672 43.871551513671875,77.04615020751953 43.87104415893555)",service,1
1899135724,1899135785,"LINESTRING(77.04891204833984 43.865814208984375,77.04951477050781 43.86658477783203)",service,1
1899135785,1899135807,"LINESTRING(77.04951477050781 43.86658477783203,77.05030059814453 43.86626434326172,77.0503921508789 43.8662223815918,77.05055236816406 43.86613082885742,77.05059051513672 43.8660888671875,77.05062103271484 43.86607360839844)",service,1
1899135807,1899135766,"LINESTRING(77.05062103271484 43.86607360839844,77.05038452148438 43.865943908691406,77.04954528808594 43.86554718017578)",service,1
1897148497,1899135579,"LINESTRING(77.09127807617188 43.88996505737305,77.0912094116211 43.88995361328125)",tertiary,1
1899135579,1899135763,"LINESTRING(77.0912094116211 43.88995361328125,77.0910873413086 43.88988494873047)",tertiary,1
1899135763,1899135741,"LINESTRING(77.0910873413086 43.88988494873047,77.0903549194336 43.8894157409668)",tertiary,1
1899135741,9682063494,"LINESTRING(77.0903549194336 43.8894157409668,77.0902328491211 43.88933563232422,77.08912658691406 43.88863754272461,77.08796691894531 43.88792419433594,77.08675384521484 43.88718795776367,77.08611297607422 43.88679504394531,77.08504486083984 43.886138916015625,77.08369445800781 43.885311126708984,77.08279418945313 43.88475036621094)",tertiary,1
9682063494,2078678282,"LINESTRING(77.08279418945313 43.88475036621094,77.08219146728516 43.88437271118164,77.08098602294922 43.883636474609375,77.07972717285156 43.88286590576172,77.0792236328125 43.8825569152832)",tertiary,1
2078678282,2078678629,"LINESTRING(77.0792236328125 43.8825569152832,77.07874298095703 43.882259368896484)",tertiary,1
2078678629,2078678447,"LINESTRING(77.07874298095703 43.882259368896484,77.07853698730469 43.88213348388672,77.07738494873047 43.88142395019531,77.07683563232422 43.8810920715332)",tertiary,1
2078678447,5334104310,"LINESTRING(77.07683563232422 43.8810920715332,77.07646179199219 43.88085174560547,77.07569885253906 43.880367279052734,77.07544708251953 43.88020706176758,77.0753173828125 43.88011169433594,77.07522583007813 43.88002014160156,77.07518005371094 43.87995147705078)",tertiary,1
1899135778,1899135747,"LINESTRING(77.04820251464844 43.865962982177734,77.04835510253906 43.865909576416016)",service,1
1899135607,1899135793,"LINESTRING(77.04566955566406 43.871299743652344,77.04618072509766 43.87180709838867)",service,1
1899135793,1899135792,"LINESTRING(77.04618072509766 43.87180709838867,77.04703521728516 43.87266540527344,77.047607421875 43.87322235107422,77.04777526855469 43.87313461303711)",service,1
1899135787,1899135822,"LINESTRING(77.0498275756836 43.87155532836914,77.0499267578125 43.87165832519531)",service,1
1899135793,1899135755,"LINESTRING(77.04618072509766 43.87180709838867,77.04668426513672 43.871551513671875)",service,1
1899135755,1899135804,"LINESTRING(77.04668426513672 43.871551513671875,77.0470962524414 43.871341705322266)",service,1
1899135804,1899135577,"LINESTRING(77.0470962524414 43.871341705322266,77.04790496826172 43.87092590332031)",service,1
6973465156,1899135574,"LINESTRING(77.04627227783203 43.864105224609375,77.04637145996094 43.864078521728516,77.04653930664063 43.864078521728516,77.04667663574219 43.86411666870117)",unclassified,1
1899135574,6973689050,"LINESTRING(77.04667663574219 43.86411666870117,77.04676055908203 43.864166259765625,77.04683685302734 43.864219665527344,77.04743194580078 43.8649787902832)",unclassified,1
6973689050,1899135589,"LINESTRING(77.04743194580078 43.8649787902832,77.04805755615234 43.86578369140625)",unclassified,1
1899135740,1899135589,"LINESTRING(77.0474624633789 43.86591720581055,77.04805755615234 43.86578369140625)",unclassified,1
1899135654,1900270671,"LINESTRING(77.04489135742188 43.86886215209961,77.04512786865234 43.86909103393555)",service,1
1900270671,1900270766,"LINESTRING(77.04512786865234 43.86909103393555,77.04546356201172 43.869415283203125)",service,1
1900270766,1900270650,"LINESTRING(77.04546356201172 43.869415283203125,77.04582977294922 43.869773864746094,77.04584503173828 43.869789123535156)",service,1
1900270650,1900270524,"LINESTRING(77.04584503173828 43.869789123535156,77.04627227783203 43.87020492553711)",service,1
1900270524,1899135720,"LINESTRING(77.04627227783203 43.87020492553711,77.0465087890625 43.87044143676758,77.04631042480469 43.87054443359375,77.04544067382813 43.87098693847656,77.04456329345703 43.871456146240234)",service,1
1899135741,1899135763,"LINESTRING(77.0903549194336 43.8894157409668,77.0910873413086 43.88988494873047)",service,1
1899135763,1899135579,"LINESTRING(77.0910873413086 43.88988494873047,77.0912094116211 43.88995361328125)",service,1
1899135579,1897148497,"LINESTRING(77.0912094116211 43.88995361328125,77.09127807617188 43.88996505737305)",service,1
1897148497,1897149223,"LINESTRING(77.09127807617188 43.88996505737305,77.09137725830078 43.889869689941406)",service,1
1897149223,1897148502,"LINESTRING(77.09137725830078 43.889869689941406,77.09164428710938 43.889793395996094)",service,1
1897148502,1897148482,"LINESTRING(77.09164428710938 43.889793395996094,77.09265899658203 43.88957977294922)",service,1
1897148482,1897149129,"LINESTRING(77.09265899658203 43.88957977294922,77.0930404663086 43.889469146728516)",service,1
1897149129,1899135741,"LINESTRING(77.0930404663086 43.889469146728516,77.09302520751953 43.88942337036133,77.09284973144531 43.889404296875,77.09272766113281 43.889373779296875,77.09259796142578 43.8892936706543,77.09258270263672 43.889225006103516,77.09256744384766 43.889198303222656,77.09207153320313 43.88888168334961,77.09188079833984 43.88874816894531,77.09204864501953 43.88862991333008,77.09200286865234 43.88859558105469,77.09210968017578 43.88850402832031,77.09214782714844 43.88847732543945,77.09226989746094 43.88848876953125,77.09236907958984 43.88842010498047,77.09227752685547 43.888370513916016,77.09227752685547 43.88832092285156,77.09252166748047 43.888126373291016,77.0926742553711 43.888004302978516,77.09271240234375 43.88801193237305,77.09275817871094 43.88797378540039,77.09281921386719 43.88790512084961,77.09188079833984 43.887271881103516,77.09132385253906 43.886993408203125,77.09135437011719 43.88695526123047,77.09028625488281 43.886268615722656,77.09024810791016 43.886295318603516,77.08983612060547 43.886051177978516,77.08942413330078 43.886505126953125,77.08956146240234 43.88656997680664,77.0896224975586 43.88656997680664,77.08975219726563 43.886505126953125,77.08985900878906 43.88648986816406,77.08999633789063 43.88650894165039,77.09014892578125 43.8865852355957,77.09014892578125 43.88670349121094,77.09027862548828 43.88668441772461,77.09085083007813 43.88705825805664,77.09091186523438 43.88710403442383,77.09083557128906 43.88725280761719,77.09087371826172 43.88728332519531,77.09165954589844 43.88763427734375,77.09223175048828 43.887996673583984,77.09223175048828 43.88804244995117,77.0919189453125 43.88832092285156,77.09186553955078 43.888328552246094,77.0916748046875 43.88821792602539,77.09136962890625 43.88846969604492,77.09142303466797 43.888519287109375,77.0909194946289 43.88898468017578,77.09078216552734 43.889102935791016,77.09107208251953 43.889286041259766,77.09081268310547 43.889495849609375,77.09075164794922 43.889488220214844,77.09059143066406 43.88937759399414,77.09049987792969 43.889312744140625,77.09043884277344 43.88935470581055,77.0903549194336 43.8894157409668)",service,1
1899135681,1899135787,"LINESTRING(77.04896545410156 43.87199401855469,77.04907989501953 43.87192916870117,77.0498275756836 43.87155532836914)",service,1
1899135787,1899135783,"LINESTRING(77.0498275756836 43.87155532836914,77.05059814453125 43.87117004394531)",service,1
1899135783,1899135619,"LINESTRING(77.05059814453125 43.87117004394531,77.0509033203125 43.87101745605469,77.05176544189453 43.87057876586914)",service,1
1899135766,1899135724,"LINESTRING(77.04954528808594 43.86554718017578,77.04891204833984 43.865814208984375)",service,1
1899135724,1899135702,"LINESTRING(77.04891204833984 43.865814208984375,77.04881286621094 43.865848541259766,77.04865264892578 43.86591720581055,77.04862976074219 43.865962982177734,77.04862976074219 43.86600112915039,77.0491943359375 43.86668395996094,77.04912567138672 43.86670684814453)",service,1
1899135702,1899135747,"LINESTRING(77.04912567138672 43.86670684814453,77.049072265625 43.86672592163086,77.04886627197266 43.866455078125,77.04879760742188 43.866458892822266,77.04840087890625 43.865966796875,77.04835510253906 43.865909576416016)",service,1
1899135747,1899135766,"LINESTRING(77.04835510253906 43.865909576416016,77.04812622070313 43.86561965942383,77.04855346679688 43.865447998046875,77.049560546875 43.865501403808594,77.04954528808594 43.86554718017578)",service,1
1899135792,1899135637,"LINESTRING(77.04777526855469 43.87313461303711,77.04817199707031 43.87352752685547,77.04867553710938 43.873260498046875,77.04826354980469 43.87285232543945)",service,1
1899135637,1899135792,"LINESTRING(77.04826354980469 43.87285232543945,77.04740142822266 43.87200927734375,77.0468978881836 43.87227249145508,77.04777526855469 43.87313461303711)",service,1
1899135594,1899135651,"LINESTRING(77.04518127441406 43.86591339111328,77.04568481445313 43.86573791503906,77.04590606689453 43.86570739746094,77.04615783691406 43.86573028564453,77.04640197753906 43.865806579589844,77.0465087890625 43.86589050292969,77.0466079711914 43.865966796875,77.04679870605469 43.86615753173828,77.04716491699219 43.86655044555664,77.04729461669922 43.86668395996094,77.04736328125 43.866756439208984,77.04740905761719 43.86681365966797,77.0479507446289 43.867340087890625,77.04804992675781 43.8674430847168)",unclassified,1
1899135607,1899135661,"LINESTRING(77.04566955566406 43.871299743652344,77.04615020751953 43.87104415893555)",service,1
1899135661,1899135627,"LINESTRING(77.04615020751953 43.87104415893555,77.0463638305664 43.87092971801758,77.04656219482422 43.870819091796875)",service,1
1899135627,1899135577,"LINESTRING(77.04656219482422 43.870819091796875,77.04728698730469 43.87041473388672,77.04734802246094 43.87041091918945,77.04741668701172 43.87044143676758,77.04790496826172 43.87092590332031)",service,1
1899135577,2077532377,"LINESTRING(77.04790496826172 43.87092590332031,77.04867553710938 43.871707916259766,77.04874420166016 43.871768951416016)",service,1
2077532377,1899135681,"LINESTRING(77.04874420166016 43.871768951416016,77.04896545410156 43.87199401855469)",service,1
1899135681,1899135674,"LINESTRING(77.04896545410156 43.87199401855469,77.04906463623047 43.87209701538086)",service,1
1899135674,1899135603,"LINESTRING(77.04906463623047 43.87209701538086,77.04923248291016 43.87226486206055)",service,1
1899135603,2077532206,"LINESTRING(77.04923248291016 43.87226486206055,77.05010223388672 43.87311935424805,77.05049896240234 43.87350845336914,77.050537109375 43.87358093261719,77.050537109375 43.87370681762695,77.0505142211914 43.87387466430664,77.05046844482422 43.87398910522461,77.05033111572266 43.874176025390625,77.05020141601563 43.874271392822266,77.05010223388672 43.87432098388672,77.0500259399414 43.87435531616211)",service,1
2077532206,1899135799,"LINESTRING(77.0500259399414 43.87435531616211,77.04948425292969 43.87459182739258,77.04845428466797 43.875022888183594,77.0469970703125 43.875648498535156,77.04688262939453 43.875694274902344)",service,1
1899135799,2077532374,"LINESTRING(77.04688262939453 43.875694274902344,77.04608917236328 43.874916076660156)",service,1
2077532374,2077532336,"LINESTRING(77.04608917236328 43.874916076660156,77.0458984375 43.874725341796875,77.04511260986328 43.87398910522461)",service,1
2077532336,1899135819,"LINESTRING(77.04511260986328 43.87398910522461,77.04475402832031 43.873653411865234,77.04364013671875 43.87260437011719,77.04350280761719 43.872474670410156)",service,1
1899135589,1899135778,"LINESTRING(77.04805755615234 43.86578369140625,77.04820251464844 43.865962982177734)",unclassified,1
1899135778,1899135576,"LINESTRING(77.04820251464844 43.865962982177734,77.04889678955078 43.86684036254883)",unclassified,1
1899135576,1897147823,"LINESTRING(77.04889678955078 43.86684036254883,77.04913330078125 43.86712646484375)",unclassified,1
1900271000,1900271224,"LINESTRING(77.05955505371094 43.877830505371094,77.06012725830078 43.87841033935547,77.06110382080078 43.87944412231445,77.06217956542969 43.880550384521484,77.06318664550781 43.881568908691406,77.0638656616211 43.882232666015625,77.06454467773438 43.882896423339844,77.06483459472656 43.8831672668457)",unclassified,1
1900271224,7436436513,"LINESTRING(77.06483459472656 43.8831672668457,77.06533813476563 43.88364791870117,77.0659408569336 43.88425064086914,77.06683349609375 43.88515090942383,77.06742858886719 43.885746002197266,77.06783294677734 43.88615798950195,77.06830596923828 43.88665771484375,77.06844329833984 43.88672637939453,77.068603515625 43.88673782348633,77.06879425048828 43.88667678833008,77.06913757324219 43.88652420043945,77.0699691772461 43.88613510131836,77.0711898803711 43.88554382324219,77.07208251953125 43.88512420654297,77.07233428955078 43.88505554199219,77.0726547241211 43.88505172729492,77.07284545898438 43.885066986083984,77.07301330566406 43.88511276245117,77.07322692871094 43.88521194458008,77.07347869873047 43.885398864746094,77.07389068603516 43.885765075683594,77.07406616210938 43.88594436645508)",unclassified,1
7436436513,1900271201,"LINESTRING(77.07406616210938 43.88594436645508,77.07435607910156 43.8862419128418,77.07521057128906 43.8870735168457,77.07610321044922 43.88795852661133,77.07694244384766 43.88880920410156,77.07778930664063 43.88964080810547,77.07795715332031 43.889808654785156,77.07801055908203 43.88990783691406,77.07801055908203 43.890018463134766)",unclassified,1
1900271201,1900270622,"LINESTRING(77.07801055908203 43.890018463134766,77.07791137695313 43.89012908935547,77.07772827148438 43.890228271484375,77.07740020751953 43.89039993286133,77.07598876953125 43.89107894897461,77.07583618164063 43.891143798828125,77.07573699951172 43.891170501708984)",unclassified,1
1900271000,1900270343,"LINESTRING(77.05955505371094 43.877830505371094,77.05979919433594 43.87770462036133)",service,1
1900270343,1900270993,"LINESTRING(77.05979919433594 43.87770462036133,77.06053161621094 43.87732696533203,77.0609359741211 43.87712478637695)",service,1
1900270993,1900270412,"LINESTRING(77.0609359741211 43.87712478637695,77.06109619140625 43.87704086303711,77.06129455566406 43.876949310302734,77.06082153320313 43.87648010253906,77.05999755859375 43.87562942504883,77.05936431884766 43.87504959106445,77.05894470214844 43.87466812133789,77.05889129638672 43.874595642089844,77.05819702148438 43.873992919921875,77.057861328125 43.87367248535156,77.05778503417969 43.87362289428711,77.05763244628906 43.87358474731445,77.05747985839844 43.87358856201172,77.05738830566406 43.873626708984375,77.05717468261719 43.87376403808594,77.05680847167969 43.87390899658203,77.05657958984375 43.87400817871094,77.05644989013672 43.87409973144531,77.05630493164063 43.87420654296875,77.05602264404297 43.874366760253906)",service,1
1900271131,1900270622,"LINESTRING(77.07279968261719 43.891510009765625,77.07301330566406 43.8914909362793,77.0732421875 43.89146041870117,77.07366943359375 43.89141082763672,77.07466125488281 43.89129638671875,77.07563781738281 43.89115524291992,77.07573699951172 43.891170501708984)",unclassified,1
1900270654,1900270424,"LINESTRING(77.05935668945313 43.87726593017578,77.0595932006836 43.877498626708984)",service,1
1900270424,1900270343,"LINESTRING(77.0595932006836 43.877498626708984,77.05979919433594 43.87770462036133)",service,1
1900270474,1900271175,"LINESTRING(77.04645538330078 43.8689079284668,77.0460433959961 43.86911392211914)",service,1
1900271175,1900270766,"LINESTRING(77.0460433959961 43.86911392211914,77.04546356201172 43.869415283203125)",service,1
1900270622,1900270390,"LINESTRING(77.07573699951172 43.891170501708984,77.07565307617188 43.89120864868164,77.07467651367188 43.89134979248047,77.07368469238281 43.89146423339844,77.07325744628906 43.89151382446289,77.0731201171875 43.89155960083008,77.07302856445313 43.89161682128906,77.07296752929688 43.89167785644531)",unclassified,1
1899135807,1900270701,"LINESTRING(77.05062103271484 43.86607360839844,77.05089569091797 43.86601638793945,77.05097961425781 43.86598587036133,77.05106353759766 43.865943908691406,77.05108642578125 43.86589050292969,77.05091094970703 43.86566162109375,77.05061340332031 43.86565017700195)",service,1
1900271000,1900270603,"LINESTRING(77.05955505371094 43.877830505371094,77.05931091308594 43.87793731689453)",unclassified,1
1900270603,1900270592,"LINESTRING(77.05931091308594 43.87793731689453,77.05914306640625 43.878021240234375)",unclassified,1
1900271066,8914120328,"LINESTRING(77.04901885986328 43.86717987060547,77.04920959472656 43.86738967895508,77.0494155883789 43.867618560791016,77.05010986328125 43.86834716796875,77.05059051513672 43.868831634521484,77.05119323730469 43.86943817138672,77.05138397216797 43.86963653564453)",unclassified,1
8914120328,1900270412,"LINESTRING(77.05138397216797 43.86963653564453,77.05215454101563 43.870418548583984,77.05269622802734 43.870994567871094,77.05349731445313 43.87179183959961,77.0541000366211 43.872406005859375,77.05493927001953 43.87325668334961,77.0555648803711 43.873870849609375,77.05583953857422 43.874183654785156,77.05602264404297 43.874366760253906)",unclassified,1
1900270412,1900271000,"LINESTRING(77.05602264404297 43.874366760253906,77.05603790283203 43.87438201904297,77.05622863769531 43.874534606933594,77.05644989013672 43.87471389770508,77.05683135986328 43.87507247924805,77.05750274658203 43.87574768066406,77.05826568603516 43.87648391723633,77.05866241455078 43.87690734863281,77.05887603759766 43.877159118652344,77.05935668945313 43.87763595581055,77.05955505371094 43.877830505371094)",unclassified,1
1900270687,1900270424,"LINESTRING(77.05976867675781 43.877140045166016,77.0599365234375 43.877315521240234,77.0595932006836 43.877498626708984)",service,1
1900270353,2071534924,"LINESTRING(77.05648803710938 43.85297775268555,77.05622863769531 43.852203369140625,77.05613708496094 43.852203369140625)",service,1
